Student_ID,Student_Name,Gender,School_Name,Circuit,Attendance_Percent,Action_Zone,Math_Improvement,Math_Consistency,Mathematics_Assignments,Mathematics_Term1_Exam,Mathematics_Term2_Exam,Mathematics_Mock1,Mathematics_Mock2,Mathematics_Final_BECE,English_Language_Assignments,English_Language_Term1_Exam,English_Language_Term2_Exam,English_Language_Mock1,English_Language_Mock2,English_Language_Final_BECE,Integrated_Science_Assignments,Integrated_Science_Term1_Exam,Integrated_Science_Term2_Exam,Integrated_Science_Mock1,Integrated_Science_Mock2,Integrated_Science_Final_BECE,Social_Studies_Assignments,Social_Studies_Term1_Exam,Social_Studies_Term2_Exam,Social_Studies_Mock1,Social_Studies_Mock2,Social_Studies_Final_BECE,ICT_Assignments,ICT_Term1_Exam,ICT_Term2_Exam,ICT_Mock1,ICT_Mock2,ICT_Final_BECE,RME_Assignments,RME_Term1_Exam,RME_Term2_Exam,RME_Mock1,RME_Mock2,RME_Final_BECE,BDT_Assignments,BDT_Term1_Exam,BDT_Term2_Exam,BDT_Mock1,BDT_Mock2,BDT_Final_BECE,French_Assignments,French_Term1_Exam,French_Term2_Exam,French_Mock1,French_Mock2,French_Final_BECE,Ewe_Assignments,Ewe_Term1_Exam,Ewe_Term2_Exam,Ewe_Mock1,Ewe_Mock2,Ewe_Final_BECE
AK-JHS-0078,Adjoa Dogbe,F,Aflao Main JHS,Wlitey,43.7,1. FLYER,-4,9,75,64,92,74,42,90,62,45,65,68,35,73,46,92,40,59,40,80,90,70,48,73,86,40,40,87,68,41,51,90,35,63,41,57,54,68,87,84,53,62,61,89,64,77,55,85,77,57,63,91,53,43,38,73
AK-JHS-0079,Akosua Kpodo,F,Avenorpeme JHS,Avenorpeme,51.1,4. STRUGGLER,5,2,39,61,94,46,43,89,82,38,42,94,87,75,76,57,57,77,85,94,39,69,93,85,64,78,76,44,37,59,84,61,47,65,69,64,49,79,71,62,65,37,62,71,62,49,87,69,42,66,50,81,68,81,40,50
AK-JHS-0080,Kofi Agbeko,M,Wlitey JHS,Wlitey,57.2,3. RISING STAR,9,9,35,64,84,57,45,67,53,48,89,59,63,81,53,60,87,94,41,77,58,86,42,73,76,40,76,94,35,41,80,41,47,81,88,47,88,95,63,68,85,36,50,71,90,78,61,50,70,48,62,71,87,64,68,73
AK-JHS-0081,Akosua Dzigba,F,Sogakope JHS,Atidzive,89.7,4. STRUGGLER,3,5,57,76,70,54,61,81,73,66,61,80,37,41,61,72,56,68,46,56,92,53,81,71,84,88,59,68,73,82,93,75,73,89,50,94,94,61,80,77,55,83,82,59,46,37,63,50,95,76,62,42,63,42,46,67
AK-JHS-0082,Akosua Dogbe,F,Denu JHS,Wlitey,68.4,3. RISING STAR,-5,7,44,36,86,85,72,94,61,90,86,82,54,71,63,60,81,36,89,70,55,37,52,82,92,94,35,85,90,41,47,59,90,36,82,37,76,83,81,70,83,50,63,85,58,68,84,63,39,45,58,58,42,91,45,66
AK-JHS-0083,Adjoa Segbefia,F,Agbedrafor JHS,Akatsi B,61.7,4. STRUGGLER,10,9,72,43,48,54,79,55,92,89,44,40,80,58,92,59,68,68,68,48,44,86,56,87,87,64,47,42,76,82,71,55,65,50,40,63,69,58,89,39,86,68,77,75,89,42,50,65,84,89,85,86,54,43,50,63
AK-JHS-0084,Akua Ahiable,F,Avenorpeme JHS,Avenorpeme,84.8,2. DIAMOND,6,2,50,53,88,71,74,72,74,40,60,62,75,76,61,81,63,56,70,88,73,79,92,84,51,76,57,77,89,67,47,68,95,37,37,91,87,54,82,64,84,50,93,53,58,63,85,44,50,52,50,62,37,39,50,54
AK-JHS-0085,Fafa Dzigba,F,Wlitey JHS,Wlitey,50.2,1. FLYER,4,3,46,73,79,55,54,47,77,63,44,87,50,39,63,67,62,85,60,72,39,70,53,85,77,35,66,50,87,74,66,83,58,41,51,69,73,60,78,50,81,53,71,85,60,62,43,92,85,43,92,53,42,35,60,73
AK-JHS-0086,Enyonam Dogbe,F,Xavi JHS,Akatsi B,94.9,3. RISING STAR,13,7,46,80,51,55,81,68,76,52,45,88,83,52,76,85,53,72,87,92,74,36,37,44,74,71,89,69,46,41,53,51,66,91,83,81,63,53,83,76,59,61,56,82,82,45,81,71,79,39,63,50,88,68,52,43
AK-JHS-0087,Adjoa Azumah,F,Sogakope JHS,Atidzive,50.8,4. STRUGGLER,13,6,59,81,45,69,79,90,89,91,42,93,75,35,36,95,53,55,84,41,67,45,57,39,39,85,73,87,50,56,45,39,60,35,65,80,69,68,75,80,54,63,68,77,51,94,59,60,89,87,49,47,38,89,53,64
AK-JHS-0088,Ama Kpodo,F,Sogakope JHS,Atidzive,90.2,4. STRUGGLER,6,4,47,69,67,60,52,86,74,59,56,55,88,93,51,85,72,72,43,55,81,41,83,84,82,40,70,76,47,53,65,37,40,38,78,87,36,59,72,43,49,81,84,75,58,42,49,89,78,81,94,69,60,65,35,88
AK-JHS-0089,Akua Azumah,F,Anyidzive JHS,Gefia,90.0,3. RISING STAR,-1,1,74,91,54,64,65,89,82,70,48,65,70,51,37,52,54,37,92,65,43,35,77,42,62,65,63,61,73,46,45,86,41,39,55,54,71,81,38,91,61,67,92,64,80,59,75,64,48,74,48,85,67,47,74,36
AK-JHS-0090,Mawuli Ahiable,M,Dzodze Penyi JHS,Wlitey,51.9,1. FLYER,0,7,64,92,82,41,89,59,60,44,85,68,76,80,68,69,79,86,89,63,63,40,43,91,44,47,54,69,91,95,57,54,58,56,88,38,65,43,83,79,72,80,73,75,93,91,67,95,84,53,88,62,41,50,44,94
AK-JHS-0091,Akua Gbedemah,F,Atidzive JHS,Atidzive,82.6,2. DIAMOND,4,10,81,49,58,71,62,41,51,43,78,72,51,79,81,64,35,65,76,94,84,87,89,77,61,64,70,88,65,83,83,43,43,68,56,55,43,90,45,39,59,59,49,76,59,64,74,63,84,91,47,82,38,64,76,40
AK-JHS-0092,Mawuli Gbedemah,M,Akatsi Main JHS,Akatsi A,90.8,2. DIAMOND,9,1,76,64,93,83,66,87,52,56,50,59,58,44,63,42,71,67,52,49,92,69,50,89,75,68,75,60,51,63,35,84,46,62,92,41,73,72,71,51,47,81,69,82,77,66,47,92,88,68,81,87,39,75,45,51
AK-JHS-0093,Akua Kpodo,F,Kpeve JHS,Avenorpedo,95.0,3. RISING STAR,2,5,73,87,57,56,49,86,81,43,41,47,75,89,61,38,79,47,82,66,48,37,69,61,92,80,48,76,67,80,60,46,87,63,44,43,53,80,43,59,44,64,40,90,58,92,63,69,49,52,48,68,85,53,92,91
AK-JHS-0094,Godwin Dogbe,M,Denu JHS,Wlitey,57.7,2. DIAMOND,8,6,77,88,50,92,71,87,49,60,70,54,47,93,59,42,66,51,47,64,67,82,51,59,93,83,77,88,56,55,54,84,74,40,89,90,47,38,52,75,48,88,52,64,62,86,77,83,56,77,92,68,42,79,85,36
AK-JHS-0095,Kwame Gbedemah,M,Aflao Main JHS,Wlitey,84.5,3. RISING STAR,3,8,71,49,87,39,68,60,52,61,39,63,35,57,40,91,41,86,57,81,94,79,94,82,75,87,90,51,49,52,86,67,94,93,48,64,49,67,95,36,68,92,66,67,91,87,75,54,94,94,73,55,69,94,38,91
AK-JHS-0096,Kofi Dogbe,M,Akatsicoe Practice JHS,Akatsi A,57.5,3. RISING STAR,-2,5,88,69,58,72,91,58,64,92,92,39,59,61,74,43,77,50,52,45,38,70,57,53,60,36,39,69,55,68,79,55,79,45,66,44,78,68,40,52,37,77,57,45,88,61,53,86,78,82,44,62,65,52,65,65
AK-JHS-0097,Akosua Segbefia,F,Atidzive JHS,Atidzive,87.0,4. STRUGGLER,-3,5,70,50,60,88,62,54,92,63,83,90,61,40,69,50,92,38,77,37,65,77,63,41,71,81,73,51,80,91,39,70,93,64,57,77,64,88,35,55,91,81,92,93,63,59,40,77,55,71,51,56,51,59,58,82
AK-JHS-0098,Fafa Ahiable,F,Dzogadze JHS,Agbedrafor,92.5,2. DIAMOND,5,3,39,59,61,89,71,73,85,62,77,90,35,68,67,74,40,67,60,74,62,36,60,66,43,84,95,49,69,67,54,62,45,75,88,55,53,50,83,35,64,85,43,50,38,69,45,37,64,92,37,81,63,56,58,41
AK-JHS-0099,Mawuli Dogbe,M,Kpota JHS,Akatsi A,89.9,4. STRUGGLER,6,8,86,47,94,61,64,71,45,74,80,66,69,59,77,47,77,74,40,50,83,89,65,84,45,73,37,57,46,59,39,95,78,93,88,47,65,93,41,46,40,80,44,74,63,93,67,88,35,45,41,73,52,76,90,79
AK-JHS-0100,Kwadwo Segbefia,M,Kpeve JHS,Avenorpedo,79.3,3. RISING STAR,1,9,71,62,62,66,78,47,72,77,91,56,56,61,86,74,35,50,90,93,51,78,93,62,81,50,93,68,69,45,84,43,41,59,74,83,39,84,74,92,49,83,51,75,64,83,45,93,74,52,84,72,58,95,40,73
AK-JHS-0101,Ama Dzigba,F,Dzogadze JHS,Agbedrafor,41.8,3. RISING STAR,-1,8,86,93,75,37,84,39,70,89,74,93,56,85,52,67,65,56,52,92,51,77,76,89,73,62,42,47,64,85,55,49,52,46,67,95,39,67,71,62,38,67,37,65,74,44,85,92,63,75,43,53,44,68,63,65
AK-JHS-0102,Akosua Gbedemah,F,Avenorpedo JHS,Avenorpedo,89.2,2. DIAMOND,5,1,60,66,42,60,93,57,39,80,47,61,51,92,81,77,67,71,61,67,57,62,60,85,58,60,56,75,76,86,74,85,82,86,57,50,84,76,46,85,50,39,36,40,63,85,44,55,72,87,37,84,54,71,51,81
AK-JHS-0103,Emefa Dogbe,F,Atidzive JHS,Atidzive,53.7,4. STRUGGLER,3,1,92,46,54,81,55,45,62,51,91,74,66,40,94,40,38,74,70,64,53,54,72,85,83,90,69,56,92,68,54,59,79,85,38,85,72,80,44,60,49,66,60,53,73,86,68,47,53,70,45,79,59,85,62,77
AK-JHS-0104,Aseye Azumah,F,Avenorpeme JHS,Avenorpeme,78.6,2. DIAMOND,7,1,53,83,62,83,57,44,54,62,91,93,38,40,94,80,83,64,36,39,71,37,71,68,94,94,43,73,75,89,67,67,81,49,88,86,72,67,93,69,92,41,65,48,77,44,66,88,85,44,63,92,54,50,76,81
AK-JHS-0105,Godwin Kpodo,M,Sogakope JHS,Atidzive,89.3,2. DIAMOND,6,4,66,38,69,70,47,54,58,76,60,56,43,57,79,86,82,79,88,69,62,81,39,94,66,39,46,77,38,68,47,82,91,65,95,53,90,93,44,82,95,64,49,66,94,56,36,68,90,80,47,40,62,40,36,70
AK-JHS-0106,Akua Agbeko,F,Dzogadze JHS,Agbedrafor,79.5,4. STRUGGLER,-4,3,92,48,80,74,77,55,83,59,86,77,41,86,92,68,62,79,81,61,43,84,93,58,54,70,37,68,81,50,87,50,63,66,79,50,95,56,64,44,40,58,56,76,38,42,84,49,68,51,73,50,45,89,59,90
AK-JHS-0107,Ama Ahiable,F,Adidome JHS,Atidzive,61.8,2. DIAMOND,2,5,49,86,78,84,61,39,79,48,73,66,81,47,83,70,66,57,78,94,77,67,81,57,79,50,69,52,40,41,91,78,80,52,50,77,75,87,47,42,38,37,69,68,57,60,45,82,51,38,54,86,83,95,71,64
AK-JHS-0108,Aseye Segbefia,F,Denu JHS,Wlitey,46.0,4. STRUGGLER,9,1,74,39,48,53,37,73,67,87,91,37,73,75,86,78,62,38,73,95,66,94,86,94,94,94,64,52,66,83,44,41,38,36,38,36,95,92,83,69,47,80,79,48,64,77,66,71,43,48,63,66,88,45,88,78
AK-JHS-0109,Kofi Segbefia,M,Adidome JHS,Atidzive,66.1,3. RISING STAR,-3,7,94,74,43,52,50,83,51,53,53,79,58,43,75,41,55,48,60,64,65,45,48,41,56,39,93,86,57,48,57,53,39,55,64,88,65,77,50,56,62,44,67,60,39,50,58,40,37,67,48,61,75,77,76,78
AK-JHS-0110,Akua Kpodo,F,Sogakope JHS,Atidzive,94.2,1. FLYER,9,5,53,94,92,72,46,52,86,50,66,95,76,93,55,61,70,68,39,89,89,83,84,49,65,62,43,62,56,77,43,43,60,83,60,52,93,41,39,88,56,94,70,66,58,68,83,91,75,68,42,95,62,49,95,55
AK-JHS-0111,Akua Agbeko,F,Aflao Main JHS,Wlitey,88.1,1. FLYER,-3,6,70,44,65,62,68,48,36,92,63,60,38,92,72,90,43,65,94,41,87,93,54,43,40,67,85,42,46,44,67,53,50,71,41,85,94,59,46,65,37,74,77,44,82,60,64,82,79,95,59,74,49,37,52,38
AK-JHS-0112,Akosua Dzigba,F,Hatsiukope JHS,Agbedrafor,54.8,2. DIAMOND,4,1,79,90,77,65,83,53,48,78,78,91,51,65,52,60,46,85,43,54,59,44,76,82,39,60,86,77,71,38,55,61,62,48,45,58,36,48,55,88,47,38,49,63,58,87,69,93,61,59,37,47,54,54,82,91
AK-JHS-0113,Enyonam Ahiable,F,Avenorpeme JHS,Avenorpeme,86.6,4. STRUGGLER,1,5,38,36,38,50,71,58,79,63,94,40,36,84,57,65,71,50,91,85,91,84,79,58,41,56,51,79,80,40,89,46,91,57,78,91,86,37,54,74,74,67,70,87,45,48,62,86,68,76,79,58,95,38,88,58
AK-JHS-0114,Ama Gbedemah,F,Dzogadze JHS,Agbedrafor,47.6,1. FLYER,4,5,69,45,40,68,92,41,87,91,78,76,84,37,75,67,36,84,75,50,37,84,93,76,51,70,44,72,95,77,50,40,48,35,95,44,40,47,84,65,85,44,50,95,67,86,88,65,35,75,92,80,88,52,46,62
AK-JHS-0115,Yaw Gbedemah,M,Akatsicoe Practice JHS,Akatsi A,79.9,1. FLYER,-4,1,84,62,80,43,42,49,46,95,75,77,63,59,48,71,61,84,45,50,91,69,65,52,47,51,69,66,52,68,62,78,53,35,37,81,78,55,70,39,63,47,52,90,93,70,78,57,48,51,93,61,53,65,60,54
AK-JHS-0116,Ama Gbedemah,F,Dzogadze JHS,Agbedrafor,46.6,1. FLYER,3,3,65,62,94,89,51,82,35,54,89,60,38,94,42,72,49,94,74,72,52,65,61,50,36,76,51,57,45,71,35,88,69,89,42,74,83,91,61,83,89,67,35,63,81,77,56,52,54,59,55,49,82,50,48,92
AK-JHS-0117,Akua Ahiable,F,Hatsiukope JHS,Agbedrafor,99.2,2. DIAMOND,3,5,42,43,88,86,65,76,83,36,85,57,38,92,47,82,55,77,60,55,69,63,44,86,45,68,64,89,88,64,62,89,66,83,59,42,58,89,40,50,69,46,49,56,55,75,63,51,67,89,72,64,68,57,69,70
AK-JHS-0118,Selasie Gbedemah,M,Abor Main JHS,Avenorpeme,93.5,4. STRUGGLER,-4,8,91,57,41,79,80,53,51,38,73,43,47,65,49,47,94,62,85,82,45,81,80,44,47,84,38,53,43,66,51,69,89,47,85,70,67,38,95,84,42,81,55,75,95,88,80,43,56,79,53,91,66,37,70,46
AK-JHS-0119,Prosper Agbeko,M,Anyidzive JHS,Gefia,70.7,3. RISING STAR,13,3,48,46,86,95,93,38,56,52,59,87,68,56,67,49,80,38,42,65,87,70,71,35,73,73,68,91,95,55,90,40,80,81,35,92,61,82,92,85,54,41,56,92,54,35,88,89,66,53,93,71,63,49,63,54
AK-JHS-0120,Ama Agbeko,F,Kpota JHS,Akatsi A,97.7,2. DIAMOND,-5,5,50,38,85,90,89,79,91,84,58,63,67,73,63,36,85,58,38,92,92,76,81,39,90,73,90,44,56,90,37,60,80,78,70,79,37,75,65,77,56,67,48,66,53,51,57,48,36,59,71,50,63,62,94,95
AK-JHS-0121,Mawuli Kpodo,M,Dzodze Penyi JHS,Wlitey,59.5,2. DIAMOND,-5,1,68,64,62,86,93,59,80,71,93,59,92,45,76,68,78,77,38,37,87,35,37,59,75,49,50,40,58,93,55,40,75,45,72,93,80,76,50,65,94,90,60,72,52,38,65,44,80,36,48,72,74,79,74,77
AK-JHS-0122,Aseye Azumah,F,Weta JHS,Avenorpedo,77.7,1. FLYER,-2,7,56,57,58,35,65,81,95,92,56,82,38,41,62,72,50,35,42,42,64,80,50,95,90,79,89,41,42,36,80,69,52,88,50,52,49,87,48,66,41,89,77,87,57,36,49,43,85,49,93,90,94,86,71,60
AK-JHS-0123,Enyonam Gbedemah,F,Xavi JHS,Akatsi B,75.9,3. RISING STAR,6,9,55,89,89,51,65,68,63,70,47,93,38,70,66,92,44,37,69,84,52,51,39,45,68,83,38,67,58,79,44,64,71,77,65,45,68,77,90,65,67,35,63,48,93,95,71,41,61,56,54,43,43,62,56,74
AK-JHS-0124,Akua Dzigba,F,Avenorpeme JHS,Avenorpeme,60.6,3. RISING STAR,9,1,37,66,74,93,50,73,63,87,74,80,44,53,62,72,67,85,79,42,77,62,62,53,70,89,62,73,83,62,75,87,92,86,54,82,45,71,83,94,51,84,63,67,95,93,39,55,82,36,70,61,68,93,83,84
AK-JHS-0125,Kwame Dzigba,M,Akatsicoe Practice JHS,Akatsi A,75.1,4. STRUGGLER,7,5,75,68,70,57,63,51,75,86,44,44,67,56,81,44,47,75,53,90,60,92,68,74,82,76,68,42,45,81,70,50,48,71,57,43,42,78,57,76,73,87,53,51,38,56,37,46,83,82,35,91,49,85,40,83
AK-JHS-0126,Godwin Agbeko,M,Abor Main JHS,Avenorpeme,75.9,3. RISING STAR,-3,5,67,51,95,51,78,62,82,59,55,79,77,67,54,41,68,95,85,35,77,83,85,55,86,62,90,35,82,37,64,47,56,56,86,91,84,50,56,53,62,48,87,36,59,86,78,66,39,48,65,81,71,73,60,35
AK-JHS-0127,Kofi Kpodo,M,Dzodze Penyi JHS,Wlitey,65.6,3. RISING STAR,12,7,49,52,87,48,84,59,85,68,80,72,62,64,36,66,91,90,77,56,82,91,73,84,50,76,85,55,67,64,92,37,44,83,84,68,87,56,59,68,66,84,60,91,65,91,75,72,74,58,93,37,49,59,37,93
AK-JHS-0128,Enyonam Ahiable,F,Gefia JHS,Gefia,84.7,3. RISING STAR,3,4,49,43,79,42,45,74,47,80,94,35,37,71,90,43,39,93,56,59,87,82,65,43,92,61,89,44,84,37,69,58,69,65,65,38,77,57,63,72,40,43,85,67,82,88,51,71,46,43,72,36,61,64,78,65
AK-JHS-0129,Selasie Dogbe,M,Dzogadze JHS,Agbedrafor,58.5,3. RISING STAR,-4,6,62,37,64,56,93,94,92,90,76,44,41,50,77,53,78,39,75,84,88,72,81,63,94,91,54,61,87,67,39,92,35,71,59,70,57,38,43,60,77,42,43,79,43,41,38,61,75,39,43,40,67,57,49,68
AK-JHS-0130,Fafa Kpodo,F,Hatsiukope JHS,Agbedrafor,98.6,1. FLYER,1,6,56,52,83,41,83,67,38,69,62,81,59,76,46,51,64,40,67,36,70,53,38,44,58,58,57,46,43,49,72,45,95,66,43,56,89,49,87,46,71,56,48,56,47,48,93,75,84,60,78,86,80,39,92,71
AK-JHS-0131,Aseye Agbeko,F,Dzodze Penyi JHS,Wlitey,97.5,2. DIAMOND,-4,3,72,57,63,37,62,43,62,58,41,64,43,36,57,88,51,76,94,71,43,56,68,86,77,54,84,84,94,74,83,78,39,63,36,35,88,59,75,60,68,54,77,54,89,65,63,40,61,38,45,44,77,46,78,44
AK-JHS-0132,Godwin Kpodo,M,Gefia JHS,Gefia,62.1,2. DIAMOND,7,9,67,53,38,81,73,67,72,35,66,62,91,73,42,47,48,77,89,71,83,57,82,88,86,76,75,66,36,91,69,43,69,80,39,54,74,62,70,93,74,83,45,92,60,92,69,82,79,67,86,58,81,67,94,51
AK-JHS-0133,Kwame Kpodo,M,Anyidzive JHS,Gefia,98.7,2. DIAMOND,5,5,83,62,67,72,78,82,45,90,80,44,79,83,73,50,58,67,93,37,79,35,82,40,80,94,66,82,51,55,39,40,55,36,54,36,81,66,79,76,74,44,81,74,42,73,88,45,64,85,70,43,55,46,61,41
AK-JHS-0134,Adjoa Azumah,F,Tadzewu JHS,Avenorpeme,62.5,3. RISING STAR,11,9,44,36,70,37,82,54,84,84,95,58,57,85,69,53,36,77,48,71,89,61,81,44,65,93,91,45,49,49,42,80,65,36,82,75,77,56,54,83,91,70,71,71,56,55,92,35,88,62,79,59,94,81,51,78
AK-JHS-0135,Prosper Agbeko,M,Kpota JHS,Akatsi A,42.6,2. DIAMOND,2,5,92,72,43,82,71,40,62,85,70,61,74,76,73,51,74,43,45,41,63,80,43,39,90,54,60,53,70,65,62,92,72,77,68,44,36,41,66,57,89,65,72,93,46,68,84,40,55,40,75,48,70,85,50,68
AK-JHS-0136,Aseye Gbedemah,F,Akatsi Main JHS,Akatsi A,57.7,3. RISING STAR,-1,5,63,83,53,39,39,74,69,65,80,51,42,40,67,63,66,56,45,38,61,39,89,64,39,35,37,67,71,44,38,45,40,75,65,48,94,62,43,56,89,44,54,56,46,74,63,48,87,70,40,78,89,60,82,46
AK-JHS-0137,Kwadwo Azumah,M,Abor Main JHS,Avenorpeme,95.2,1. FLYER,0,3,92,51,61,59,36,85,93,68,64,74,58,63,69,66,36,44,95,93,57,41,79,70,49,73,39,86,47,71,91,85,89,53,49,52,80,42,61,84,74,39,56,49,35,70,88,78,70,38,84,90,65,47,88,65
AK-JHS-0138,Akosua Segbefia,F,Dzogadze JHS,Agbedrafor,85.5,2. DIAMOND,1,7,66,76,35,37,36,36,90,56,40,53,79,42,53,36,55,52,50,38,37,67,83,75,52,52,51,41,92,79,72,56,77,71,94,73,49,81,78,71,37,89,43,76,95,88,68,86,41,44,48,52,95,50,62,73
AK-JHS-0139,Adjoa Kpodo,F,Awasive JHS,Akatsi B,91.8,3. RISING STAR,0,4,42,56,91,47,45,72,59,77,73,48,42,82,59,60,35,66,68,80,50,35,38,82,65,43,60,47,46,65,61,81,40,46,80,46,82,59,37,74,63,92,57,49,38,61,87,43,44,46,44,58,70,73,84,82
AK-JHS-0140,Akosua Dzigba,F,Akatsi Main JHS,Akatsi A,63.2,4. STRUGGLER,12,5,36,63,73,91,64,69,94,91,68,68,78,57,42,95,69,74,37,63,52,43,90,47,67,44,41,75,51,38,74,94,40,49,76,87,89,86,91,39,57,95,85,61,82,86,82,72,40,43,36,93,58,61,86,74
AK-JHS-0141,Yaw Kpodo,M,Gornikope JHS,Agbedrafor,81.8,4. STRUGGLER,9,9,89,62,65,42,88,81,95,83,88,85,78,75,41,65,36,46,44,79,69,39,35,42,62,50,48,39,72,42,55,88,35,47,80,80,61,57,62,62,64,40,58,85,58,65,43,92,94,94,91,57,73,68,78,81
AK-JHS-0142,Akosua Ahiable,F,Lume Ahugakope JHS,Gefia,76.7,2. DIAMOND,10,4,37,78,45,42,72,79,83,70,37,80,78,80,56,69,79,81,52,83,69,81,82,91,72,41,48,46,74,60,53,60,41,78,52,72,72,95,43,87,65,41,90,75,50,45,41,81,64,37,68,49,47,60,90,55
AK-JHS-0143,Ama Kpodo,F,Anyidzive JHS,Gefia,94.9,4. STRUGGLER,2,3,45,83,43,62,49,64,47,75,82,95,35,74,65,92,74,51,95,75,68,64,90,63,41,79,52,82,94,62,70,87,79,62,66,55,70,92,68,70,35,95,72,78,46,74,40,94,68,79,66,52,81,55,52,62
AK-JHS-0144,Fafa Gbedemah,F,Akatsicoe Practice JHS,Akatsi A,58.9,3. RISING STAR,-3,4,50,80,80,50,86,82,41,50,63,95,83,81,93,95,93,39,64,37,57,49,60,42,91,35,55,54,75,65,72,78,79,94,43,94,93,59,90,57,45,82,52,80,68,60,65,83,54,92,56,90,63,62,47,92
AK-JHS-0145,Godwin Azumah,M,Kpota JHS,Akatsi A,54.6,1. FLYER,10,9,51,54,78,36,54,65,39,60,51,70,47,45,61,60,91,78,89,53,85,87,40,75,87,61,88,35,91,46,90,51,51,90,70,75,57,49,92,35,95,95,71,50,68,93,48,87,54,65,81,77,37,59,74,42
AK-JHS-0146,Selasie Kpodo,M,Denu JHS,Wlitey,65.7,1. FLYER,-3,5,85,89,78,65,55,54,48,74,88,35,88,39,90,52,57,57,46,66,87,83,79,47,43,56,90,37,66,71,56,67,61,38,76,75,40,60,55,57,63,56,73,43,55,40,67,37,82,38,64,90,52,42,60,73
AK-JHS-0147,Kofi Segbefia,M,Gornikope JHS,Agbedrafor,80.8,1. FLYER,-2,10,72,68,92,47,56,81,75,66,95,52,52,70,40,67,36,95,69,76,56,44,61,35,59,57,39,92,90,38,68,76,89,91,84,47,41,56,47,76,58,58,90,73,63,38,40,94,91,56,39,72,55,89,83,35
AK-JHS-0148,Ama Dzigba,F,Sogakope JHS,Atidzive,94.2,3. RISING STAR,0,10,82,65,75,85,86,64,46,74,64,36,35,42,78,70,78,81,39,91,57,50,54,80,86,75,54,72,73,83,52,64,75,41,71,79,93,42,69,52,37,48,35,82,52,74,80,61,89,71,42,41,95,68,95,89
AK-JHS-0149,Adjoa Ahiable,F,Akatsi Main JHS,Akatsi A,88.3,4. STRUGGLER,15,2,45,61,95,61,93,88,87,66,38,44,93,61,65,68,67,71,68,64,40,74,63,39,50,90,43,53,81,71,56,73,74,87,63,62,70,93,63,80,94,64,61,36,76,81,56,63,91,37,95,62,86,50,74,47
AK-JHS-0150,Emefa Dogbe,F,Dabala JHS,Atidzive,79.3,3. RISING STAR,12,5,64,47,94,73,36,93,41,35,43,83,87,90,49,76,83,37,58,76,89,49,88,87,89,45,59,75,44,40,75,40,58,40,64,47,58,40,66,94,40,85,82,75,70,65,51,85,75,67,52,40,47,81,42,90
AK-JHS-0151,Prosper Kpodo,M,Wlitey JHS,Wlitey,94.5,3. RISING STAR,7,5,50,75,54,70,48,57,94,45,37,45,79,51,86,64,94,54,35,91,75,52,64,63,66,50,49,35,88,57,89,37,52,83,54,75,78,51,50,68,43,80,87,85,46,84,72,81,57,48,69,72,70,75,88,40
AK-JHS-0152,Selasie Gbedemah,M,Avenorpedo JHS,Avenorpedo,94.3,1. FLYER,-4,7,48,65,47,69,39,54,59,74,63,50,71,73,42,76,75,91,89,88,36,54,56,64,40,86,39,81,67,69,56,59,42,58,57,68,51,57,52,54,71,82,75,93,66,61,81,85,37,74,72,61,75,42,40,44
AK-JHS-0153,Selasie Dzigba,M,Akatsi Main JHS,Akatsi A,78.3,2. DIAMOND,-3,7,42,38,72,83,49,67,95,54,59,60,43,78,44,81,77,64,40,91,45,90,46,40,49,38,70,87,55,44,46,84,92,57,56,37,90,86,91,36,81,85,40,67,89,66,63,41,62,83,95,58,69,36,62,78
AK-JHS-0154,Ama Dzigba,F,Tadzewu JHS,Avenorpeme,95.3,3. RISING STAR,4,7,92,77,36,39,44,94,86,56,49,52,47,39,65,53,70,77,89,66,45,83,63,37,93,64,69,88,89,84,83,78,76,87,67,59,44,93,44,70,91,56,67,77,55,61,75,77,88,46,76,39,48,71,42,40
AK-JHS-0155,Kofi Agbeko,M,Gornikope JHS,Agbedrafor,41.3,2. DIAMOND,8,3,83,45,77,65,84,38,70,95,95,39,36,43,64,78,65,73,93,84,82,64,48,35,57,51,37,35,87,54,88,45,66,92,86,60,90,56,75,90,80,57,60,93,73,60,72,48,76,38,55,35,84,77,53,57
AK-JHS-0156,Enyonam Gbedemah,F,Awasive JHS,Akatsi B,73.0,3. RISING STAR,10,2,74,78,74,46,48,62,52,71,56,88,56,90,76,75,67,36,62,67,71,53,93,90,69,81,39,66,37,75,80,43,86,40,48,57,72,41,87,75,82,69,77,46,83,81,41,70,47,35,68,38,56,80,52,71
AK-JHS-0157,Prosper Agbeko,M,Lume Ahugakope JHS,Gefia,57.8,2. DIAMOND,13,4,51,37,76,71,70,66,42,73,69,36,51,37,93,75,53,77,93,55,41,79,88,79,55,82,78,42,61,63,57,35,89,64,37,90,35,60,90,43,52,56,65,89,58,74,77,59,64,77,53,79,57,58,36,95
AK-JHS-0158,Prosper Gbedemah,M,Akatsi Main JHS,Akatsi A,41.8,2. DIAMOND,14,9,35,54,63,43,85,48,52,49,64,38,59,82,59,81,92,75,90,51,50,78,36,43,87,68,64,95,54,59,83,93,83,88,60,64,69,65,83,63,47,72,81,45,40,40,71,43,77,89,37,83,60,36,84,35
